Name,Year,TOT_P,TOT_M,TOT_F,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
Rajkot,2001,3169881,NA,1527863,2033946,1166122,867824,1135935,475896,660039,119440,78373,41067,1244806,918524,326282,1925075,723494,1201581
Rajgarh,2001,1254085,NA,604979,548640,365919,182721,705445,283187,422258,79312,45367,33945,625494,354229,271265,628591,294877,333714
Rajauri,2001,483284,NA,225948,234228,150444,83784,249056,106892,142164,1581,1489,92,218212,134191,84021,265072,123145,141927
Raisen,2001,1125154,NA,526907,658705,398632,260073,466449,199615,266834,87988,65423,22565,411721,296424,115297,713433,301823,411610
Raipur,2001,3016930,NA,1493005,1713653,1034063,679590,1303277,489862,813415,204094,102874,101220,1264663,764659,500004,1752267,759266,993001
Raigarh,2001,1842550,NA,921276,1172171,663714,508457,670379,257560,412819,75802,41702,34100,783023,479347,303676,1059527,441927,617600
Raigarh,2001,1842550,1169780,921276,1172171,663714,508457,670379,257560,412819,75802,41702,34100,783023,479347,303676,1059527,441927,617600
Raigarh,2001,1842550,2673581,921276,1172171,663714,508457,670379,257560,412819,75802,41702,34100,783023,479347,303676,1059527,441927,617600
Raigarh,2001,1842550,1501589,921276,1172171,663714,508457,670379,257560,412819,75802,41702,34100,783023,479347,303676,1059527,441927,617600
Raigarh,2001,1842550,3192695,921276,1172171,663714,508457,670379,257560,412819,75802,41702,34100,783023,479347,303676,1059527,441927,617600
Raigarh,2001,1842550,1608773,921276,1172171,663714,508457,670379,257560,412819,75802,41702,34100,783023,479347,303676,1059527,441927,617600
Raigarh,2001,1842550,1881514,921276,1172171,663714,508457,670379,257560,412819,75802,41702,34100,783023,479347,303676,1059527,441927,617600
Raigarh,2001,1842550,6537124,921276,1172171,663714,508457,670379,257560,412819,75802,41702,34100,783023,479347,303676,1059527,441927,617600
Raigarh,2001,1842550,1537334,921276,1172171,663714,508457,670379,257560,412819,75802,41702,34100,783023,479347,303676,1059527,441927,617600
Raigarh,2001,1842550,2504244,921276,1172171,663714,508457,670379,257560,412819,75802,41702,34100,783023,479347,303676,1059527,441927,617600
Raigarh,2001,1842550,1682350,921276,1172171,663714,508457,670379,257560,412819,75802,41702,34100,783023,479347,303676,1059527,441927,617600
Raigarh,2001,1842550,2761620,921276,1172171,663714,508457,670379,257560,412819,75802,41702,34100,783023,479347,303676,1059527,441927,617600
Raigarh,2001,1842550,2024508,921276,1172171,663714,508457,670379,257560,412819,75802,41702,34100,783023,479347,303676,1059527,441927,617600
Raigarh,2001,1842550,1337194,921276,1172171,663714,508457,670379,257560,412819,75802,41702,34100,783023,479347,303676,1059527,441927,617600
Raigarh,2001,1842550,1497968,921276,1172171,663714,508457,670379,257560,412819,75802,41702,34100,783023,479347,303676,1059527,441927,617600
Raigarh,2001,1842550,2381072,921276,1172171,663714,508457,670379,257560,412819,75802,41702,34100,783023,479347,303676,1059527,441927,617600
Raichur,2001,1669762,1163991,827922,676799,429277,247522,992963,412563,580400,173021,81984,91037,732762,445291,287471,937000,396549,540451
Rae Bareli,2001,2872335,249462,1400105,1259547,810498,449049,1612788,661732,951056,114229,83979,30250,1023506,705571,317935,1848829,766659,1082170
Puruliya,2001,2536516,1651892,1238438,1182284,803494,378790,1354232,494584,859648,121357,76728,44629,1127488,679022,448466,1409028,619056,789972
Purnia,2001,2543942,629309,1215525,700070,478689,221381,1843872,849728,994144,473664,341402,132262,960700,677235,283465,1583242,651182,932060
Puri,2001,1502682,3939916,739293,1024523,586378,438145,478159,177011,301148,73574,65377,8197,450540,393853,56687,1052142,369536,682606
Purbi Singhbhum,2001,1982988,1979920,955555,1169213,700242,468971,813775,327191,486584,63658,41920,21738,692664,499819,192845,1290324,527614,762710
Purba Champaran,2001,3939773,1979920,1862726,1164670,810950,353720,2775103,1266097,1509006,519836,424213,95623,1286843,1013185,273658,2652930,1063862,1589068
Pune,2001,7232555,1979920,3463427,5039290,2879761,2159529,2193265,889367,1303898,277732,133362,144370,2954482,2016053,938429,4278073,1753075,2524998
Punch,2001,372613,1979920,178400,156398,104051,52347,216215,90162,126053,3770,3540,230,201100,112025,89075,171513,82188,89325
Pulwama,2001,652607,1979920,317063,281518,178170,103348,371089,157374,213715,7298,6770,528,212599,157546,55053,440008,177998,262010
Pudukkottai,2001,1459601,1979920,735301,907376,520281,387095,552225,204019,348206,130034,67604,62430,678289,417332,260957,781312,306968,474344
Pratapgarh,2001,2731174,1979920,1368226,1278271,812741,465530,1452903,550207,902696,89209,58719,30490,915786,584583,331203,1815388,778365,1037023
Pratapgarh,2001,2731174,1979920,1368226,1278271,812741,465530,1452903,550207,902696,89209,58719,30490,915786,584583,331203,1815388,778365,1037023
Pratapgarh,2001,2731174,1979920,1368226,1278271,812741,465530,1452903,550207,902696,89209,58719,30490,915786,584583,331203,1815388,778365,1037023
Pratapgarh,2001,2731174,1979920,1368226,1278271,812741,465530,1452903,550207,902696,89209,58719,30490,915786,584583,331203,1815388,778365,1037023
Pratapgarh,2001,2731174,1979920,1368226,1278271,812741,465530,1452903,550207,902696,89209,58719,30490,915786,584583,331203,1815388,778365,1037023
Pratapgarh,2001,2731174,1979920,1368226,1278271,812741,465530,1452903,550207,902696,89209,58719,30490,915786,584583,331203,1815388,778365,1037023
Pratapgarh,2001,2731174,1979920,1368226,1278271,812741,465530,1452903,550207,902696,89209,58719,30490,915786,584583,331203,1815388,778365,1037023
Pratapgarh,2001,2731174,1979920,1368226,1278271,812741,465530,1452903,550207,902696,89209,58719,30490,915786,584583,331203,1815388,778365,1037023
Pratapgarh,2001,2731174,1979920,1368226,1278271,812741,465530,1452903,550207,902696,89209,58719,30490,915786,584583,331203,1815388,778365,1037023
Pratapgarh,2001,2731174,1979920,1368226,1278271,812741,465530,1452903,550207,902696,89209,58719,30490,915786,584583,331203,1815388,778365,1037023
Pratapgarh,2001,2731174,1979920,1368226,1278271,812741,465530,1452903,550207,902696,89209,58719,30490,915786,584583,331203,1815388,778365,1037023
Pratapgarh,2001,2731174,1979920,1368226,1278271,812741,465530,1452903,550207,902696,89209,58719,30490,915786,584583,331203,1815388,778365,1037023
Pratapgarh,2001,2731174,1979920,1368226,1278271,812741,465530,1452903,550207,902696,89209,58719,30490,915786,584583,331203,1815388,778365,1037023
Pratapgarh,2001,2731174,1979920,1368226,1278271,812741,465530,1452903,550207,902696,89209,58719,30490,915786,584583,331203,1815388,778365,1037023
Pratapgarh,2001,2731174,1979920,1368226,1278271,812741,465530,1452903,550207,902696,89209,58719,30490,915786,584583,331203,1815388,778365,1037023
Pratapgarh,2001,2731174,1979920,1368226,1278271,812741,465530,1452903,550207,902696,89209,58719,30490,915786,584583,331203,1815388,778365,1037023
Prakasam,2001,3059423,1979920,1507091,1532126,938482,593644,1527297,613850,913447,510258,246125,264133,1537544,894924,642620,1521879,657408,864471
Porbandar,2001,536835,1979920,261014,316172,184717,131455,220663,91104,129559,25567,17700,7867,215134,153995,61139,321701,121826,199875
Puducherry,2001,735332,1979920,365904,521928,287014,234914,213404,82414,130990,44569,25913,18656,265660,198019,67641,469672,171409,298263
Pithoragarh,2001,462289,1979920,234674,296362,170872,125490,165927,56743,109184,615,397,218,198709,98796,99913,263580,128819,134761
Pilibhit,2001,1645183,1979920,768815,657860,443104,214756,987323,433264,554059,61048,58459,2589,461339,418597,42742,1183844,457771,726073
Phek,2001,148195,1979920,71054,85562,49433,36129,62633,27708,34925,639,372,267,71398,37357,34041,76797,39784,37013
Perambalur,2001,493646,1979920,247505,286197,167406,118791,207449,78735,128714,60558,27424,33134,265707,142647,123060,227939,103494,124445
Patna,2001,4718592,1979920,2198650,2453501,1535672,917829,2265091,984270,1280821,314017,227445,86572,1425647,1132510,293137,3292945,1387432,1905513
Patiala,2001,1844934,1979920,857544,1119824,646751,473073,725110,340639,384471,85679,71916,13763,681951,529088,152863,1162983,458302,704681
Pathanamthitta,2001,1234016,1979920,644618,1049876,505976,543900,184140,83422,100718,44922,38869,6053,366049,279946,86103,867967,309452,558515
Patan,2001,1182709,1179993,570609,599082,375588,223494,583627,236512,347115,105098,71686,33412,533078,325825,207253,649631,286275,363356
Pashchimi Singhbhum,2001,2082795,695524,1028154,857301,567204,290097,1225494,487437,738057,83800,50396,33404,917757,539733,378024,1165038,514908,650130
Pashchim Champaran,2001,3043466,2158608,1442627,932347,648173,284174,2111119,952666,1158453,472106,355141,116965,1154038,813973,340065,1889428,786866,1102562
Parbhani,2001,1527715,1140003,747524,842536,516714,325822,685179,263477,421702,198438,99527,98911,644752,384405,260347,882963,395786,487177
Papum Pare,2001,122003,116198,57819,69982,41367,28615,52021,22817,29204,549,374,175,44132,29705,14427,77871,34479,43392
Panna,2001,856558,NA,406009,420622,265457,155165,435936,185092,250844,56209,35790,20419,373605,230945,142660,482953,219604,263349
Panipat,2001,967449,NA,438589,559478,346329,213149,407971,182531,225440,23197,17231,5966,382801,269856,112945,584648,259004,325644
Panchkula,2001,468411,NA,211472,297795,178592,119203,170616,78347,92269,5436,4839,597,178644,140123,38521,289767,116816,172951
Panch Mahals,2001,2025277,NA,980340,1025835,659346,366489,999442,385591,613851,67130,43171,23959,976726,557951,418775,1048551,486986,561565
Pali,2001,1820251,NA,901395,806297,536694,269603,1013954,382162,631792,48733,27013,21720,724883,445965,278918,1095368,472891,622477
Palamu,2001,2098359,NA,1013942,750293,510338,239955,1348066,574079,773987,127311,94612,32699,793658,511427,282231,1304701,572990,731711
Palakkad,2001,2617482,NA,1350497,1938818,988859,949959,678664,278126,400538,223203,115398,107805,945052,658765,286287,1672430,608220,1064210
Pakaur,2001,701664,NA,343119,170931,114765,56166,530733,243780,286953,47614,36700,10914,309575,187252,122323,392089,171293,220796
Osmanabad,2001,1486586,NA,717218,872022,523930,348092,614564,245438,369126,196582,100154,96428,653522,390202,263320,833064,379166,453898
Nuapada,2001,530690,NA,266294,187412,129461,57951,343278,134935,208343,29363,21091,8272,244360,146378,97982,286330,118018,168312
North West,2001,2860869,NA,1289180,1957902,1161047,796855,902967,410642,492325,4421,3404,1017,919439,804791,114648,1941430,766898,1174532
North Twenty Four Parganas,2001,8934286,NA,4295530,6151527,3440748,2710779,2782759,1198008,1584751,309793,285971,23822,2988160,2501492,486668,5946126,2137264,3808862
North Tripura,2001,590913,NA,287967,368822,207565,161257,222091,95381,126710,18018,15110,2908,194758,145264,49494,396155,157682,238473
North Goa,2001,758573,NA,370071,566668,312590,254078,191905,75912,115993,6323,3778,2545,307628,217255,90373,450945,171247,279698
North East,2001,1768061,NA,811983,1141035,676627,464408,627026,279451,347575,455,380,75,500425,456059,44366,1267636,500019,767617
North Cachar Hills,2001,188079,NA,88257,106354,63610,42744,81725,36212,45513,1551,1228,323,70199,48524,21675,117880,51298,66582
North,2001,774722,NA,349921,534167,310898,223269,240555,113903,126652,1566,1075,491,265510,229900,35610,509212,194901,314311
Nizamabad,2001,2345685,NA,1182780,1044788,642996,401792,1300897,519909,780988,227125,118126,108999,1159606,632204,527402,1186079,530701,655378
Nicobars,2001,42068,NA,19415,26535,15608,10927,15533,7045,8488,95,85,10,19623,13801,5822,22445,8852,13593
New Delhi,2001,179112,NA,79156,131196,78540,52656,47916,21416,26500,71,43,28,67594,55226,12368,111518,44730,66788
Nellore,2001,2668564,NA,1323629,1522866,866975,655891,1145698,477960,667738,382394,211463,170931,1211702,784289,427413,1456862,560646,896216
Neemuch,2001,726070,NA,353651,403371,257619,145752,322699,114800,207899,48302,25939,22363,348262,206292,141970,377808,166127,211681
Nayagarh,2001,864516,NA,418339,529840,319662,210178,334676,126515,208161,49465,46188,3277,288053,241975,46078,576463,204202,372261
Nawanshahr,2001,587468,NA,280566,394429,221584,172845,193039,85318,107721,22781,18596,4185,263698,170453,93245,323770,136449,187321
Nawada,2001,1809696,NA,879736,679135,453300,225835,1130561,476660,653901,180222,119907,60315,674377,447700,226677,1135319,482260,653059
Navsari,2001,1229463,NA,600475,819146,456108,363038,410317,172880,237437,135488,78098,57390,545215,355556,189659,684248,273432,410816
Nashik,2001,4993796,NA,2402884,3126188,1823366,1302822,1867608,767546,1100062,406687,195579,211108,2185573,1367857,817716,2808223,1223055,1585168
Narsimhapur,2001,957646,197886,456001,624793,362954,261839,332853,138691,194162,110777,71725,39052,403463,270619,132844,554183,231026,323157
Narmada,2001,514404,1172434,250418,259472,161092,98380,254932,102894,152038,61374,39574,21800,259116,149063,110053,255288,114923,140365
Nandurbar,2001,1311709,3640478,648198,603221,361333,241888,708488,302178,406310,180009,91662,88347,610033,344452,265581,701676,319059,382617
Nanded,2001,2876259,1856872,1394901,1625685,992485,633200,1250574,488873,761701,349876,186102,163774,1202037,721922,480115,1674222,759436,914786
Namakkal,2001,1493462,3096077,733911,903802,526412,377390,589660,233139,356521,222900,102783,120117,842640,489002,353638,650822,270549,380273
Nalgonda,2001,3247982,1393918,1595992,1595643,981875,613768,1652339,670115,982224,457932,196602,261330,1594666,907620,687046,1653316,744370,908946
Nalbari,2001,1148824,2607160,556449,657925,387002,270923,490899,205373,285526,25226,20793,4433,383932,284733,99199,764892,307642,457250
Nalanda,2001,2370528,2026876,1131929,1015473,665076,350397,1355055,573523,781532,274136,177880,96256,903144,597739,305405,1467384,640860,826524
Nainital,2001,762909,1014411,362655,508731,294161,214570,254178,106093,148085,11895,8116,3779,278947,192347,86600,483962,207907,276055
Nagpur,2001,4067637,2992592,1962323,2976205,1654342,1321863,1091432,450972,640460,241648,124839,116809,1538349,1091626,446723,2529288,1013688,1515600
Nagaur,2001,2775058,630567,1350091,1287921,852126,435795,1487137,572841,914296,50109,31482,18627,1129514,684990,444524,1645544,739977,905567
Nagapattinam,2001,1488839,4936105,749765,996580,548142,448438,492259,190932,301327,219427,138221,81206,586734,410135,176599,902105,328939,573166
Nagaon,2001,2314629,2992286,1123679,1165617,665697,499920,1149012,525253,623759,86087,79138,6949,727641,586631,141010,1586988,604319,982669
Nadia,2001,4604827,2109160,2237974,2644461,1489038,1155423,1960366,877815,1082551,328464,308121,20343,1615705,1300759,314946,2989122,1066094,1923028
Nabarangapur,2001,1025766,1630239,510604,284538,198294,86244,741228,316868,424360,74554,53795,20759,507395,290723,216672,518371,224439,293932
Mysore,2001,2641027,2181670,1296357,1471155,836195,634960,1169872,508475,661397,142750,88054,54696,1110264,782593,327671,1530763,562077,968686
Muzaffarpur,2001,3746714,325676,1795248,1440954,925975,514979,2305760,1025491,1280269,362231,293463,68768,1139830,911722,228108,2606884,1039744,1567140
Muzaffarnagar,2001,3543362,4040642,1649530,1738529,1099632,638897,1804833,794200,1010633,180981,161136,19845,1173153,927961,245192,2370209,965871,1404338
Murshidabad,2001,5866569,5816519,2861569,2620538,1502724,1117814,3246031,1502276,1743755,454281,435330,18951,2005174,1536669,468505,3861395,1468331,2393064
Munger,2001,1137797,3620436,530067,554332,349630,204702,583465,258100,325365,78142,63347,14795,331451,260523,70928,806346,347207,459139
Mumbai Suburban,2001,8640419,2488003,3898699,6617264,3853376,2763888,2023155,888344,1134811,2234,1631,603,3152509,2653135,499374,5487910,2088585,3399325
Longleng,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mahamaya Nagar,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mewat,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morigaon,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mumbai,2001,3338031,NA,1459785,2590613,1535176,1055437,747418,343070,404348,736,529,207,1311739,1111415,200324,2026292,766831,1259461
Muktsar,2001,777493,NA,366276,391658,231134,160524,385835,180083,205752,71988,58783,13205,309572,226019,83553,467921,185198,282723
Morena,2001,1592714,NA,718625,837828,568474,269354,754886,305615,449271,31168,25162,6006,590599,419954,170645,1002115,454135,547980
Moradabad,2001,3810983,NA,1778681,1358935,893630,465305,2452048,1138672,1313376,147597,135132,12465,1181996,974344,207652,2628987,1057958,1571029
Mon,2001,260652,NA,121899,92726,55404,37322,167926,83349,84577,2529,1636,893,130848,73369,57479,129804,65384,64420
Mokokchung,2001,232085,NA,111156,174982,93833,81149,57103,27096,30007,1802,1069,733,109260,61016,48244,122825,59913,62912
Moga,2001,894854,NA,420715,494525,278962,215563,400329,195177,205152,63661,52721,10940,358763,255715,103048,536091,218424,317667
Mirzapur,2001,2116042,NA,1000793,935101,622631,312470,1180941,492618,688323,105531,70540,34991,714739,508334,206405,1401303,606915,794388
Meerut,2001,2997361,NA,1395783,1606469,992005,614464,1390892,609573,781319,66670,58916,7754,895856,746084,149772,2101505,855494,1246011
Paschim Medinipur,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Purba Medinipur,2001,9610788,NA,4694418,6164316,3573623,2590693,3446472,1342747,2103725,616488,489252,127236,3751057,2679571,1071486,5859731,2236799,3622932
Medak,2001,2670097,NA,1317651,1171134,738208,432926,1498963,614238,884725,326424,153875,172549,1293657,748463,545194,1376440,603983,772457
Mayurbhanj,2001,2223456,NA,1100256,964860,616003,348857,1258596,507197,751399,165423,105888,59535,1027797,588954,438843,1195659,534246,661413
Mau,2001,1853997,NA,920474,919974,560466,359508,934023,373057,560966,48589,31586,17003,599400,392111,207289,1254597,541412,713185
Mathura,2001,2074516,NA,947004,1025566,696398,329168,1048950,431114,617836,53477,42694,10783,770918,539257,231661,1303598,588255,715343
Marigaon,2001,776256,NA,377330,367292,210586,156706,408964,188340,220624,28903,26179,2724,262824,200430,62394,513432,198496,314936
Mansa,2001,688758,NA,322312,310632,184064,126568,378126,182382,195744,45742,38695,7047,281491,199008,82483,407267,167438,239829
Mandya,2001,1763705,NA,875671,951460,551271,400189,812245,336763,475482,118996,67473,51523,840419,543607,296812,923286,344427,578859
Mandsaur,2001,1183724,NA,578605,694046,429667,264379,489678,175452,314226,96241,53456,42785,570329,336717,233612,613395,268402,344993
Mandla,2001,894236,NA,446280,446998,276499,170499,447238,171457,275781,87342,45951,41391,464397,248821,215576,429839,199135,230704
Mandi,2001,901344,NA,453472,587884,331171,256713,313460,116701,196759,1442,967,475,454292,235754,218538,447052,212118,234934
Mamit,2001,62785,NA,29671,40849,22693,18156,21936,10421,11515,903,632,271,35165,19404,15761,27620,13710,13910
Malkangiri,2001,504198,NA,251691,126498,83170,43328,377700,169337,208363,19610,12429,7181,247624,141190,106434,256574,111317,145257
Maldah,2001,3290468,NA,1601062,1332704,801770,530934,1957764,887636,1070128,246723,204112,42611,1340706,887827,452879,1949762,801579,1148183
Malappuram,2001,3625471,NA,1870895,2754509,1373688,1380821,870962,380888,490074,97880,81087,16793,874476,750343,124133,2750995,1004233,1746762
Mainpuri,2001,1596718,NA,736784,842119,536794,305325,754599,323140,431459,37740,36305,1435,439198,392804,46394,1157520,467130,690390
Mahrajganj,2001,2173878,NA,1049588,799890,569243,230647,1373988,555047,818941,115755,83020,32735,850513,536426,314087,1323365,587864,735501
Mahoba,2001,708447,NA,328756,305662,209207,96455,402785,170484,232301,36830,24728,12102,299772,192266,107506,408675,187425,221250
Mahesana,2001,1837892,NA,884050,1188224,698626,489598,649668,255216,394452,126542,84873,41669,828519,512458,316061,1009373,441384,567989
